Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Role
Genji,Grandmaster,2.48,6.81,49.55,18.22,4.37,57,7397,,7.84,,Damage
Cassidy,All,2.11,3.4,44.27,16.94,6.15,50,8196,,8.75,,Damage
Cassidy,Bronze,2.05,1.24,41.51,15.51,6.14,55,7228,,8.89,,Damage
Cassidy,Silver,2.07,1.61,42.97,16.14,6.32,54,7455,,8.81,,Damage
Cassidy,Gold,2.12,2.22,43.53,16.56,6.31,54,7781,,8.76,,Damage
Cassidy,Platinum,2.14,3.57,44.05,17.03,6.26,51,8137,,8.78,,Damage
Cassidy,Diamond,2.09,5.22,43.89,17.3,6.12,49,8473,,8.78,,Damage
Cassidy,Master,2.08,6.44,44.61,17.03,5.8,47,8614,,8.74,,Damage
Cassidy,Grandmaster,2.02,5.74,45.21,16.65,5.52,45,8720,,8.58,,Damage
Kiriko,All,4.63,5.87,46.06,8.16,3.48,70,2370,8518.0,5.89,,Support
Kiriko,Bronze,4.46,2.95,43.54,7.39,3.51,72,2173,7804.0,6.16,,Support
Kiriko,Silver,4.53,3.18,45.16,7.61,3.55,72,2172,8183.0,6.09,,Support
Kiriko,Gold,4.68,4.08,45.25,7.71,3.5,72,2198,8426.0,5.97,,Support
Kiriko,Platinum,4.71,5.51,45.67,8.0,3.51,71,2281,8618.0,5.87,,Support
Kiriko,Diamond,4.62,7.89,45.43,8.37,3.49,69,2421,8643.0,5.87,,Support
Kiriko,Master,4.55,9.49,46.32,8.6,3.45,66,2548,8524.0,5.86,,Support
Kiriko,Grandmaster,4.53,14.41,48.68,9.07,3.39,61,2855,8460.0,5.83,,Support
Hanzo,All,3.13,4.09,48.29,17.25,5.87,50,7654,,7.7,,Damage
Hanzo,Bronze,3.04,1.85,44.4,16.05,6.14,53,7239,,7.76,,Damage
Hanzo,Silver,3.11,2.16,46.99,16.54,6.22,51,7398,,7.74,,Damage
Hanzo,Gold,3.21,2.96,48.28,17.13,6.23,52,7577,,7.71,,Damage
Hanzo,Platinum,3.15,4.15,48.05,17.52,6.08,51,7730,,7.72,,Damage
Hanzo,Diamond,3.11,5.84,48.09,17.55,5.78,49,7771,,7.78,,Damage
Hanzo,Master,3.03,7.38,48.26,17.08,5.36,46,7651,,7.77,,Damage
Hanzo,Grandmaster,2.98,7.61,48.1,16.23,4.78,43,7454,,7.68,,Damage
Moira,All,6.37,5.12,48.68,18.03,8.26,86,5415,9498.0,6.08,,Support
Moira,Bronze,5.94,4.98,45.81,17.16,8.26,89,5282,8573.0,6.42,,Support
Moira,Silver,6.16,4.85,47.69,17.65,8.42,90,5296,9047.0,6.29,,Support
Moira,Gold,6.4,5.15,48.61,17.91,8.44,88,5350,9400.0,6.11,,Support
Moira,Platinum,6.5,5.35,48.46,18.17,8.34,87,5422,9660.0,6.03,,Support
Moira,Diamond,6.37,5.72,48.48,18.19,8.09,83,5487,9703.0,6.07,,Support
Moira,Master,6.11,5.64,48.16,17.8,7.73,80,5454,9486.0,6.18,,Support
Moira,Grandmaster,5.87,6.07,47.5,17.37,7.37,77,5418,9405.0,6.33,,Support
Reinhardt,All,2.91,3.17,50.57,16.35,5.94,117,8334,,7.08,,Tank
Reinhardt,Bronze,2.57,1.73,45.84,14.97,5.95,126,7243,,7.59,,Tank
Reinhardt,Silver,2.84,2.07,48.68,15.86,6.2,126,7734,,7.34,,Tank
Reinhardt,Gold,2.95,2.61,50.6,16.22,6.16,124,8079,,7.14,,Tank
Reinhardt,Platinum,2.92,3.67,50.15,16.46,6.04,118,8400,,7.08,,Tank
Reinhardt,Diamond,2.88,4.41,50.1,16.45,5.8,112,8529,,7.1,,Tank
Reinhardt,Master,2.73,4.57,49.55,15.74,5.44,108,8288,,7.23,,Tank
Reinhardt,Grandmaster,2.54,4.78,49.74,15.02,5.14,108,7771,,7.44,,Tank
Widowmaker,All,2.46,2.28,46.75,15.39,3.46,21,5708,,8.21,45.0,Damage
Widowmaker,Bronze,2.61,1.0,42.06,14.17,3.62,17,5344,,7.71,44.0,Damage
Widowmaker,Silver,2.63,1.19,44.24,14.75,3.62,19,5541,,7.85,45.0,Damage
Widowmaker,Gold,2.59,1.38,45.47,15.31,3.64,20,5714,,7.97,45.0,Damage
Widowmaker,Platinum,2.49,2.17,45.86,15.64,3.56,21,5774,,8.23,45.0,Damage
Widowmaker,Diamond,2.38,3.28,47.03,15.67,3.47,22,5761,,8.47,45.0,Damage
Widowmaker,Master,2.3,4.71,47.13,15.29,3.29,21,5667,,8.44,44.0,Damage
Widowmaker,Grandmaster,2.31,5.44,49.65,14.77,3.04,18,5609,,8.22,43.0,Damage
Soldier: 76,All,2.91,4.09,47.09,19.17,7.13,51,9023,1299.0,8.09,,Damage
Soldier: 76,Bronze,2.73,2.37,42.6,17.84,7.45,62,8282,1316.0,8.57,,Damage
Soldier: 76,Silver,2.83,3.03,45.53,18.64,7.62,60,8573,1322.0,8.39,,Damage
Soldier: 76,Gold,2.89,3.67,46.71,18.95,7.46,56,8799,1303.0,8.26,,Damage
Soldier: 76,Platinum,2.91,4.25,46.52,19.32,7.18,51,9072,1296.0,8.12,,Damage
Soldier: 76,Diamond,2.92,5.37,46.56,19.51,6.91,48,9280,1296.0,8.03,,Damage
Soldier: 76,Master,2.91,6.09,48.47,19.0,6.44,45,9272,1297.0,7.93,,Damage
Soldier: 76,Grandmaster,2.87,4.42,47.99,18.52,6.18,43,9240,1314.0,7.85,,Damage
Zenyatta,All,5.3,3.44,50.89,13.88,5.59,66,4989,6265.0,6.83,,Support
Zenyatta,Bronze,5.01,1.58,47.28,13.53,5.96,66,4780,5970.0,7.2,,Support
Zenyatta,Silver,5.29,1.84,49.72,13.96,6.12,68,4948,6200.0,7.16,,Support
Zenyatta,Gold,5.35,2.57,50.69,14.07,6.0,69,4954,6306.0,7.05,,Support
Zenyatta,Platinum,5.34,3.34,50.7,14.2,5.83,68,5060,6331.0,6.9,,Support
Zenyatta,Diamond,5.35,5.11,51.05,14.08,5.53,65,5071,6272.0,6.75,,Support
Zenyatta,Master,5.24,6.2,51.3,13.39,4.99,61,4950,6129.0,6.59,,Support
Zenyatta,Grandmaster,5.18,6.69,50.91,12.72,4.36,56,4867,6078.0,6.38,,Support
D.Va,All,6.32,1.95,46.28,20.73,5.94,121,8423,,5.38,,Tank
D.Va,Bronze,5.32,1.81,43.25,19.21,6.36,135,7463,,5.88,,Tank
D.Va,Silver,5.9,1.61,45.25,20.35,6.5,133,7931,,5.74,,Tank
D.Va,Gold,6.18,1.54,46.04,20.95,6.45,130,8233,,5.6,,Tank
D.Va,Platinum,6.26,1.9,45.94,21.05,6.13,122,8440,,5.48,,Tank
D.Va,Diamond,6.44,2.56,45.7,20.8,5.66,115,8574,,5.34,,Tank
D.Va,Master,6.28,3.66,45.72,19.96,5.2,112,8441,,5.2,,Tank
D.Va,Grandmaster,6.12,4.94,47.07,18.78,4.63,109,8292,,5.03,,Tank
Lucio,All,4.01,2.29,50.85,12.71,5.62,98,3591,6915.0,7.31,,Support
Lucio,Bronze,3.81,1.43,44.2,11.51,5.9,117,3328,7699.0,7.36,,Support
Lucio,Silver,3.83,1.36,47.37,11.97,6.04,112,3410,7745.0,7.42,,Support
Lucio,Gold,3.98,1.41,47.52,12.4,5.91,107,3515,7496.0,7.34,,Support
Lucio,Platinum,4.02,1.83,48.92,12.85,5.79,102,3611,7094.0,7.35,,Support
Lucio,Diamond,4.09,2.49,48.82,13.06,5.55,95,3682,6659.0,7.41,,Support
Lucio,Master,3.94,3.32,49.62,12.94,5.26,88,3625,6260.0,7.38,,Support
Lucio,Grandmaster,4.2,12.61,56.38,12.92,4.97,81,3717,6171.0,6.92,,Support
Tracer,All,2.52,2.75,48.36,17.83,6.06,58,6613,,8.08,,Damage
Tracer,Bronze,2.61,1.02,44.68,16.67,6.29,67,6147,,8.05,,Damage
Tracer,Silver,2.53,1.1,44.72,17.21,6.32,65,6294,,8.1,,Damage
Tracer,Gold,2.55,1.55,47.03,17.6,6.35,62,6488,,8.15,,Damage
Tracer,Platinum,2.53,2.47,47.17,17.84,6.2,60,6589,,8.2,,Damage
Tracer,Diamond,2.49,3.61,47.36,18.14,6.09,56,6684,,8.26,,Damage
Tracer,Master,2.49,5.77,48.56,18.11,5.82,54,6714,,8.01,,Damage
Tracer,Grandmaster,2.66,9.81,52.67,18.09,5.43,52,6933,,7.42,,Damage
Junkrat,All,2.76,2.03,47.97,16.87,6.11,50,8323,,8.1,,Damage
Junkrat,Bronze,2.63,1.84,44.67,16.24,6.66,60,7962,,8.33,,Damage
Junkrat,Silver,2.7,2.08,46.81,16.67,6.59,58,8175,,8.29,,Damage
Junkrat,Gold,2.77,2.12,47.88,16.9,6.47,54,8315,,8.18,,Damage
Junkrat,Platinum,2.79,2.06,47.6,17.03,6.09,49,8409,,8.07,,Damage
Junkrat,Diamond,2.74,2.19,47.89,16.89,5.64,44,8380,,8.08,,Damage
Junkrat,Master,2.69,2.43,48.8,16.3,5.2,41,8193,,8.08,,Damage
Junkrat,Grandmaster,2.48,2.26,47.04,15.42,4.99,41,7924,,8.16,,Damage
Ashe,All,2.72,2.71,48.78,17.19,5.86,47,8804,,7.51,41.0,Damage
Ashe,Bronze,2.69,1.18,45.38,15.44,6.06,52,7601,,7.26,38.0,Damage
Ashe,Silver,2.74,1.54,47.71,16.19,6.12,51,7935,,7.36,39.0,Damage
Ashe,Gold,2.82,1.91,48.02,16.73,6.15,51,8310,,7.39,40.0,Damage
Ashe,Platinum,2.76,2.86,48.48,17.36,6.03,48,8774,,7.47,41.0,Damage
Ashe,Diamond,2.68,3.82,48.42,17.66,5.81,45,9134,,7.65,41.0,Damage
Ashe,Master,2.58,4.25,49.07,17.52,5.39,42,9337,,7.75,41.0,Damage
Ashe,Grandmaster,2.62,5.11,52.08,17.39,4.99,39,9660,,7.65,41.0,Damage
Zarya,All,4.71,2.22,45.22,19.68,8.86,126,9772,,6.15,,Tank
Zarya,Bronze,4.25,1.39,42.29,17.61,8.47,129,8497,,6.66,,Tank
Zarya,Silver,4.48,1.51,44.69,18.83,9.0,133,8998,,6.4,,Tank
Zarya,Gold,4.67,1.88,44.96,19.38,9.03,131,9392,,6.25,,Tank
Zarya,Platinum,4.7,2.48,44.9,19.8,8.93,126,9792,,6.18,,Tank
Zarya,Diamond,4.84,2.95,43.69,19.98,8.77,120,10038,,6.13,,Tank
Zarya,Master,4.8,2.92,45.29,19.62,8.42,116,10005,,6.1,,Tank
Zarya,Grandmaster,4.79,3.58,48.0,19.07,8.05,110,9922,,6.01,,Tank
Baptiste,All,4.53,2.72,47.7,10.91,4.54,58,3639,8825.0,6.32,,Support
Baptiste,Bronze,4.21,1.68,44.79,9.95,4.62,66,3343,7733.0,6.73,,Support
Baptiste,Silver,4.28,1.65,46.01,10.22,4.72,66,3353,8197.0,6.69,,Support
Baptiste,Gold,4.38,2.13,45.94,10.52,4.68,63,3434,8493.0,6.51,,Support
Baptiste,Platinum,4.54,2.57,46.48,10.86,4.59,59,3566,8834.0,6.33,,Support
Baptiste,Diamond,4.66,3.73,48.05,11.32,4.53,55,3781,9034.0,6.23,,Support
Baptiste,Master,4.6,3.99,48.25,11.23,4.32,51,3878,9122.0,6.2,,Support
Baptiste,Grandmaster,4.57,5.57,52.1,11.22,4.02,50,4112,9507.0,6.1,,Support
Roadhog,All,3.73,0.6,37.54,17.12,7.48,114,7987,,6.75,,Tank
Roadhog,Bronze,3.37,0.42,34.25,14.89,6.98,116,6725,,7.04,,Tank
Roadhog,Silver,3.5,0.42,35.59,15.65,7.46,118,7143,,6.93,,Tank
Roadhog,Gold,3.68,0.45,36.67,16.54,7.6,118,7615,,6.9,,Tank
Roadhog,Platinum,3.76,0.66,35.94,17.14,7.53,114,7998,,6.84,,Tank
Roadhog,Diamond,3.68,0.93,36.9,17.55,7.36,109,8204,,6.77,,Tank
Roadhog,Master,3.66,1.09,38.77,17.05,7.1,105,7999,,6.77,,Tank
Roadhog,Grandmaster,3.47,1.23,37.96,16.08,6.53,99,7587,,6.69,,Tank
Reaper,All,2.86,2.06,47.19,19.88,7.59,75,8242,,7.98,,Damage
Reaper,Bronze,2.87,1.38,45.05,18.89,7.64,79,7549,,8.03,,Damage
Reaper,Silver,2.85,1.86,47.45,19.47,7.79,79,7798,,8.06,,Damage
Reaper,Gold,2.89,2.06,47.53,19.87,7.74,77,8094,,8.0,,Damage
Reaper,Platinum,2.88,2.27,46.58,20.09,7.66,74,8345,,7.98,,Damage
Reaper,Diamond,2.83,2.43,46.82,20.14,7.49,72,8525,,8.02,,Damage
Reaper,Master,2.71,2.22,46.83,19.38,7.06,69,8389,,8.06,,Damage
Reaper,Grandmaster,2.74,1.84,46.86,19.09,6.86,69,8216,,7.91,,Damage
Pharah,All,3.04,1.88,49.31,20.85,6.32,39,9082,,8.41,,Damage
Pharah,Bronze,3.17,1.09,45.94,19.08,6.74,45,8297,,8.0,,Damage
Pharah,Silver,3.2,1.37,48.28,20.03,6.69,43,8567,,8.17,,Damage
Pharah,Gold,3.14,1.64,49.32,20.69,6.61,41,8871,,8.27,,Damage
Pharah,Platinum,3.05,2.04,49.19,21.12,6.38,40,9137,,8.45,,Damage
Pharah,Diamond,2.92,2.29,48.48,21.16,6.04,37,9318,,8.65,,Damage
Pharah,Master,2.84,2.69,50.16,20.89,5.68,35,9413,,8.64,,Damage
Pharah,Grandmaster,3.03,2.45,52.9,20.73,5.49,33,9406,,8.31,,Damage
Sigma,All,4.86,1.87,48.23,18.22,8.02,127,9787,,5.13,,Tank
Sigma,Bronze,4.33,1.21,44.23,16.57,8.38,133,8692,,5.49,,Tank
Sigma,Silver,4.61,1.31,45.43,17.41,8.6,133,9130,,5.35,,Tank
Sigma,Gold,4.81,1.46,48.14,17.95,8.53,134,9454,,5.26,,Tank
Sigma,Platinum,4.97,1.94,48.37,18.41,8.21,128,9794,,5.14,,Tank
Sigma,Diamond,4.88,2.32,47.56,18.57,7.74,122,10031,,5.13,,Tank
Sigma,Master,4.78,2.91,48.03,18.08,7.25,117,10025,,5.12,,Tank
Sigma,Grandmaster,4.44,3.92,47.26,17.23,6.61,117,9925,,5.11,,Tank
Doomfist,All,3.38,1.43,49.62,18.34,5.92,91,8174,,7.58,,Tank
Doomfist,Bronze,3.54,0.38,43.96,16.34,5.84,94,7300,,7.83,,Tank
Doomfist,Silver,3.33,0.53,45.86,17.07,6.06,98,7550,,7.79,,Tank
Doomfist,Gold,3.43,0.76,48.83,17.81,6.23,98,7810,,7.67,,Tank
Doomfist,Platinum,3.41,1.49,50.38,18.27,6.06,94,8177,,7.59,,Tank
Doomfist,Diamond,3.4,2.2,49.22,18.91,5.89,88,8403,,7.55,,Tank
Doomfist,Master,3.31,2.72,48.83,18.67,5.63,83,8373,,7.52,,Tank
Doomfist,Grandmaster,3.28,4.15,50.19,18.39,5.34,80,8317,,7.51,,Tank
Brigitte,All,4.76,1.8,51.84,12.2,4.91,87,3780,8420.0,7.35,,Support
Brigitte,Bronze,4.12,0.83,48.51,11.93,5.09,94,3582,7610.0,8.19,,Support
Brigitte,Silver,4.5,0.94,50.05,12.48,5.29,93,3755,7968.0,8.02,,Support
Brigitte,Gold,4.61,1.19,50.68,12.66,5.23,92,3834,8198.0,7.8,,Support
Brigitte,Platinum,4.8,1.56,50.74,12.6,5.1,88,3855,8447.0,7.52,,Support
Brigitte,Diamond,4.85,2.42,51.7,12.33,4.91,83,3842,8594.0,7.29,,Support
Brigitte,Master,4.82,3.27,52.77,11.56,4.55,82,3670,8581.0,6.9,,Support
Brigitte,Grandmaster,4.87,5.41,54.31,10.54,4.1,83,3546,8702.0,6.26,,Support
Mei,All,3.85,2.24,49.33,17.98,7.61,91,7066,,7.21,,Damage
Mei,Bronze,3.79,1.36,47.56,17.19,8.05,100,6570,,7.33,,Damage
Mei,Silver,3.88,1.6,48.16,17.84,8.13,100,6817,,7.34,,Damage
Mei,Gold,3.99,1.84,49.04,18.13,7.99,96,6970,,7.23,,Damage
Mei,Platinum,3.88,2.35,48.45,18.12,7.67,91,7118,,7.23,,Damage
Mei,Diamond,3.72,2.86,49.72,18.0,7.37,87,7203,,7.22,,Damage
Mei,Master,3.69,3.18,50.15,17.57,6.93,81,7123,,7.13,,Damage
Mei,Grandmaster,3.56,3.39,50.46,17.04,6.48,77,7022,,7.11,,Damage
Orisa,All,3.85,1.66,43.54,18.23,8.1,125,9586,,6.99,,Tank
Orisa,Bronze,3.42,1.52,41.61,16.33,7.97,129,8518,,7.38,,Tank
Orisa,Silver,3.69,1.6,43.68,17.41,8.32,131,9047,,7.21,,Tank
Orisa,Gold,3.81,1.64,43.82,17.9,8.29,128,9378,,7.11,,Tank
Orisa,Platinum,3.86,1.84,42.66,18.36,8.07,123,9694,,6.99,,Tank
Orisa,Diamond,3.91,1.91,42.06,18.55,7.84,119,9827,,6.94,,Tank
Orisa,Master,3.85,1.58,40.25,18.06,7.47,116,9527,,6.97,,Tank
Orisa,Grandmaster,3.51,2.28,45.95,17.04,7.12,115,9033,,7.16,,Tank
Winston,All,3.97,1.62,43.32,19.56,6.36,107,7962,,6.84,,Tank
Winston,Bronze,3.39,0.7,38.49,17.33,6.83,122,6882,,7.56,,Tank
Winston,Silver,3.71,0.7,42.2,18.69,7.1,121,7303,,7.26,,Tank
Winston,Gold,3.82,0.93,40.45,19.17,6.87,116,7609,,7.2,,Tank
Winston,Platinum,3.96,1.63,41.93,19.68,6.53,109,7918,,6.95,,Tank
Winston,Diamond,4.01,2.41,42.54,19.9,6.19,102,8129,,6.8,,Tank
Winston,Master,4.02,3.31,44.54,19.44,5.77,97,8143,,6.63,,Tank
Winston,Grandmaster,4.1,4.48,48.07,18.96,5.34,92,8251,,6.38,,Tank
Sombra,All,5.02,1.47,43.85,16.4,5.77,42,5620,,5.84,,Damage
Sombra,Bronze,4.36,0.68,36.18,14.18,5.36,48,4715,,6.3,,Damage
Sombra,Silver,4.7,0.77,41.27,15.31,5.73,47,4969,,6.28,,Damage
Sombra,Gold,4.87,0.95,42.74,16.19,5.92,45,5313,,6.04,,Damage
Sombra,Platinum,4.92,1.39,43.89,16.47,5.83,43,5545,,5.94,,Damage
Sombra,Diamond,5.03,2.12,44.52,16.76,5.81,41,5830,,5.84,,Damage
Sombra,Master,5.13,2.75,43.34,16.6,5.65,40,5980,,5.62,,Damage
Sombra,Grandmaster,5.45,3.31,45.0,16.24,5.34,38,6093,,5.25,,Damage
Bastion,All,2.94,1.42,44.15,19.6,8.17,66,10167,,8.13,,Damage
Bastion,Bronze,2.8,1.38,40.82,18.7,8.38,69,9493,,8.46,,Damage
Bastion,Silver,2.83,1.32,41.93,19.17,8.44,69,9766,,8.4,,Damage
Bastion,Gold,2.89,1.42,44.17,19.53,8.41,69,10032,,8.23,,Damage
Bastion,Platinum,2.97,1.53,44.26,19.85,8.25,66,10311,,8.11,,Damage
Bastion,Diamond,2.97,1.55,43.29,19.74,7.91,63,10393,,8.04,,Damage
Bastion,Master,2.98,1.48,42.62,19.29,7.56,59,10274,,8.0,,Damage
Bastion,Grandmaster,2.75,1.51,44.05,18.66,7.22,57,9998,,8.16,,Damage
Symmetra,All,3.53,1.29,51.48,19.0,8.24,65,8363,,7.86,,Damage
Symmetra,Bronze,3.65,0.93,50.98,18.48,8.67,68,7738,,7.9,,Damage
Symmetra,Silver,3.66,1.16,51.37,19.03,8.65,68,8078,,7.95,,Damage
Symmetra,Gold,3.66,1.2,52.36,19.31,8.56,66,8336,,7.88,,Damage
Symmetra,Platinum,3.53,1.41,51.05,19.27,8.29,64,8511,,7.89,,Damage
Symmetra,Diamond,3.4,1.45,49.96,18.94,7.95,64,8554,,7.91,,Damage
Symmetra,Master,3.33,1.33,51.07,18.3,7.49,61,8333,,7.85,,Damage
Symmetra,Grandmaster,3.02,1.5,53.1,17.29,6.99,60,7938,,7.96,,Damage
Wrecking Ball,All,4.91,1.2,48.24,17.42,7.08,120,7730,,5.8,,Tank
Wrecking Ball,Bronze,5.77,0.49,44.71,15.87,7.22,127,7190,,5.82,,Tank
Wrecking Ball,Silver,5.19,0.51,46.63,16.6,7.64,132,7404,,5.74,,Tank
Wrecking Ball,Gold,4.97,0.56,46.55,17.11,7.58,129,7649,,5.83,,Tank
Wrecking Ball,Platinum,4.94,1.13,47.64,17.48,7.37,125,7798,,5.8,,Tank
Wrecking Ball,Diamond,4.89,1.87,48.23,17.69,7.08,117,7853,,5.84,,Tank
Wrecking Ball,Master,4.85,2.85,47.65,17.55,6.7,110,7750,,5.83,,Tank
Wrecking Ball,Grandmaster,4.78,4.48,50.03,17.49,6.21,102,7643,,5.49,,Tank
Ramattra,All,3.94,2.12,49.12,19.68,8.15,121,9858,,6.52,,Tank
Ramattra,Bronze,3.71,1.41,49.96,18.32,8.34,132,8693,,6.85,,Tank
Ramattra,Silver,4.05,1.56,49.15,19.3,8.68,130,9259,,6.67,,Tank
Ramattra,Gold,3.99,1.73,49.27,19.72,8.56,128,9641,,6.54,,Tank
Ramattra,Platinum,4.01,2.32,48.78,19.89,8.27,122,9941,,6.54,,Tank
Ramattra,Diamond,3.83,2.66,48.26,19.87,7.89,115,10067,,6.54,,Tank
Ramattra,Master,3.74,2.8,47.96,19.21,7.45,112,9897,,6.54,,Tank
Ramattra,Grandmaster,3.71,3.39,49.99,18.68,6.95,106,9747,,6.53,,Tank
Torbjorn,All,3.11,1.46,50.86,17.84,7.25,49,9444,,6.81,,Damage
Torbjorn,Bronze,3.16,1.17,50.27,17.66,7.77,53,9003,,6.81,,Damage
Torbjorn,Silver,3.3,1.14,51.28,17.98,7.8,51,9249,,6.84,,Damage
Torbjorn,Gold,3.28,1.18,50.96,18.15,7.7,50,9423,,6.77,,Damage
Torbjorn,Platinum,3.22,1.42,50.95,18.14,7.36,48,9552,,6.77,,Damage
Torbjorn,Diamond,2.94,1.92,49.87,17.74,6.99,49,9538,,6.91,,Damage
Torbjorn,Master,2.84,2.67,50.23,17.29,6.68,50,9379,,6.86,,Damage
Torbjorn,Grandmaster,2.66,3.1,49.71,16.28,6.21,53,9104,,6.91,,Damage
Lifeweaver,All,3.52,1.19,39.76,3.8,1.79,53,827,8983.0,6.01,,Support
Lifeweaver,Bronze,3.59,0.9,39.15,4.11,1.98,52,903,8232.0,6.08,,Support
Lifeweaver,Silver,3.6,1.04,39.94,3.91,1.91,53,849,8689.0,6.05,,Support
Lifeweaver,Gold,3.72,1.19,41.61,3.79,1.83,54,815,9006.0,5.91,,Support
Lifeweaver,Platinum,3.6,1.26,39.78,3.82,1.79,53,809,9164.0,5.92,,Support
Lifeweaver,Diamond,3.33,1.3,39.09,3.75,1.7,53,822,9103.0,6.07,,Support
Lifeweaver,Master,3.07,1.19,35.47,3.87,1.65,50,885,8647.0,6.29,,Support
Lifeweaver,Grandmaster,2.71,0.9,32.84,3.97,1.66,47,975,7877.0,6.53,,Support
Sojourn,All,3.01,1.37,43.24,18.51,6.97,56,8418,,7.88,,Damage
Sojourn,Bronze,2.69,0.86,38.03,16.07,7.08,63,7557,,8.3,,Damage
Sojourn,Silver,2.79,0.84,41.09,17.26,7.29,62,7943,,8.13,,Damage
Sojourn,Gold,2.99,0.95,42.05,17.97,7.3,60,8174,,8.04,,Damage
Sojourn,Platinum,3.04,1.28,43.34,18.67,7.1,56,8447,,7.92,,Damage
Sojourn,Diamond,3.03,1.72,41.99,18.91,6.85,54,8584,,7.93,,Damage
Sojourn,Master,3.03,2.28,43.06,18.85,6.54,51,8603,,7.86,,Damage
Sojourn,Grandmaster,3.06,3.39,47.17,18.68,6.1,47,8696,,7.66,,Damage
Junker Queen,All,4.88,3.83,52.13,20.33,7.84,117,9697,,6.37,,Tank
Junker Queen,Bronze,4.78,1.33,48.62,18.17,7.98,134,8330,,6.48,,Tank
Junker Queen,Silver,4.85,1.59,51.01,19.25,8.3,133,8828,,6.38,,Tank
Junker Queen,Gold,4.99,2.07,50.9,19.81,8.19,129,9223,,6.38,,Tank
Junker Queen,Platinum,5.0,3.68,52.42,20.45,8.0,120,9673,,6.35,,Tank
Junker Queen,Diamond,4.87,5.72,51.78,20.8,7.75,111,10007,,6.4,,Tank
Junker Queen,Master,4.72,7.53,52.25,20.56,7.43,104,9999,,6.45,,Tank
Junker Queen,Grandmaster,4.53,11.45,52.87,20.02,6.98,99,9958,,6.38,,Tank
Echo,All,2.83,1.56,48.44,18.97,6.17,58,8452,,7.94,,Damage
Echo,Bronze,2.56,0.66,41.43,16.88,6.49,66,7427,,8.14,,Damage
Echo,Silver,2.81,0.79,44.95,18.13,6.7,65,7816,,7.99,,Damage
Echo,Gold,2.77,1.06,46.16,18.56,6.56,62,8037,,8.0,,Damage
Echo,Platinum,2.81,1.42,47.65,18.87,6.3,60,8361,,8.05,,Damage
Echo,Diamond,2.84,2.03,47.82,19.4,6.08,57,8671,,7.98,,Damage
Echo,Master,2.83,2.83,50.05,19.39,5.66,52,8900,,7.9,,Damage
Echo,Grandmaster,3.0,4.67,52.21,19.43,5.23,48,9236,,7.51,,Damage
